instance,best,avg. fitness, std fitness,best,avg. fitness, std fitness,best,avg. fitness, std fitness
F1,1.735357858096658e-19,0.0,0.0,9842.118282570696,11648.223,1553.926,7.669439535059986e-159,0.0,0.0
