iter,fitness,time,XPL,XPT,DIV
0,98666.0,0.129,100.0,0.0,0.475
1,34656.0,0.629,47.79,52.21,0.227
2,4515.0,0.762,12.84,87.16,0.061
3,478.0,7.141,2.53,97.47,0.012
