instance, min time (s), avg. time (s), std time (s), min time (s), avg. time (s), std time (s), min time (s), avg. time (s), std time (s), min time (s), avg. time (s), std time (s), min time (s), avg. time (s), std time (s)
F1,2.013,2.251,0.224,1.91,1.967,0.034,1.979,1.984,0.006,2.015,2.035,0.014,1.84,2.009,0.168
